# cec_bench v1.0+46074dd  2026-06-13T16:34:06
===BURST_CSV_BEGIN===
# stream: 2048 frames in 126064 us (~16.2 kSPS link), 472 underruns, dropcount 0->0 (0 lost); nominal 25 kSPS
us,drop,i3,i4,i5,vrail,vcc,i8
18360.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
18440.0,0,0.1131,0.1258,0.1324,12.0052,4.8343,0.1219
18480.0,0,0.1665,0.1838,0.1889,12.0043,4.8352,0.1676
18520.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
18560.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
18640.0,0,0.1391,0.1609,0.1584,12.0034,4.8367,0.1478
18680.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
18720.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
18800.0,0,0.1467,0.1655,0.1752,12.0034,4.8367,0.1539
18840.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
18880.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
18960.0,0,0.1833,0.2036,0.2057,12.0043,4.8337,0.1890
19000.0,0,0.1955,0.2128,0.2102,12.0052,4.8328,0.2012
19040.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
19080.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
19160.0,0,0.1604,0.1853,0.1858,12.0069,4.8315,0.1692
19200.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
19240.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
19320.0,0,0.2245,0.2494,0.2530,12.0060,4.8309,0.2287
19360.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
19400.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
19480.0,0,0.2489,0.2829,0.2835,12.0026,4.8312,0.2622
19520.0,0,0.1788,0.2082,0.2057,12.0026,4.8312,0.1875
19560.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
19600.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
19680.0,0,0.1223,0.1410,0.1431,12.0043,4.8331,0.1310
19720.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
19760.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
19840.0,0,0.0918,0.1044,0.1004,12.0078,4.8334,0.0914
19880.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
19920.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
20000.0,0,0.1116,0.1243,0.1294,12.0095,4.8328,0.1158
20040.0,0,0.1101,0.1319,0.1294,12.0104,4.8322,0.1173
20080.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
20120.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
20200.0,0,0.0933,0.1059,0.1019,12.0113,4.8325,0.0975
20240.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
20280.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
20360.0,0,0.1208,0.1410,0.1416,12.0113,4.8318,0.1310
20400.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
20440.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
20520.0,0,0.2230,0.2478,0.2530,12.0087,4.8334,0.2348
20560.0,0,0.2093,0.2311,0.2347,12.0069,4.8334,0.2149
20600.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
20640.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
20720.0,0,0.0918,0.0998,0.1065,12.0034,4.8325,0.1066
20760.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
20800.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
20880.0,0,0.3039,0.3241,0.3216,12.0017,4.8206,0.3096
20920.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
20960.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
21040.0,0,0.2413,0.2601,0.2576,12.0026,4.8120,0.2500
21080.0,0,0.2184,0.2326,0.2331,12.0034,4.8108,0.2241
21120.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
21160.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
21240.0,0,0.1330,0.1487,0.1462,12.0052,4.8129,0.1387
21280.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
21320.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
21400.0,0,0.0933,0.1044,0.1050,12.0078,4.8215,0.0990
21440.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
21480.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
21560.0,0,0.0933,0.1120,0.1080,12.0060,4.8300,0.1020
21600.0,0,0.1253,0.1426,0.1507,12.0052,4.8322,0.1310
21640.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
21680.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
21760.0,0,0.1452,0.1624,0.1736,12.0052,4.8346,0.1570
21800.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
21840.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
21920.0,0,0.1772,0.1975,0.2057,12.0052,4.8361,0.1890
21960.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
22000.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
22080.0,0,0.1925,0.2143,0.2194,12.0017,4.8325,0.2012
22120.0,0,0.2062,0.2311,0.2438,12.0008,4.8337,0.2226
22160.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
22200.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
22280.0,0,0.1772,0.2173,0.2164,12.0017,4.8386,0.1936
22320.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
22360.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
22440.0,0,0.1299,0.1517,0.1584,12.0043,4.8398,0.1356
22480.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
22520.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
22600.0,0,0.1009,0.1120,0.1126,12.0069,4.8389,0.1020
22640.0,0,0.1604,0.1761,0.1797,12.0087,4.8380,0.1631
22680.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
22720.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
22800.0,0,0.2459,0.2692,0.2728,12.0078,4.8306,0.2607
22840.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
22880.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
22960.0,0,0.2535,0.2692,0.2637,12.0069,4.8212,0.2622
23000.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
23040.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
23120.0,0,0.1055,0.1151,0.1202,12.0069,4.8196,0.1051
23160.0,0,0.0552,0.0708,0.0622,12.0078,4.8236,0.0593
23200.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
23240.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
23320.0,0,0.1543,0.1563,0.1584,12.0087,4.8254,0.1539
23360.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
23400.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
23480.0,0,0.0246,0.0342,0.0302,12.0069,4.8285,0.0318
23520.0,0,0.0780,0.0831,0.0943,12.0060,4.8294,0.0852
23560.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
23600.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
23680.0,0,0.1711,0.1868,0.1858,12.0052,4.8300,0.1844
23720.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
23760.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
23840.0,0,0.1681,0.1883,0.1889,12.0052,4.8297,0.1768
23880.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
23920.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
24000.0,0,0.1757,0.2021,0.1996,12.0060,4.8303,0.1844
24040.0,0,0.1315,0.1471,0.1553,12.0052,4.8300,0.1356
24080.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
24120.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
24200.0,0,0.0979,0.1151,0.1156,12.0069,4.8315,0.1081
24240.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
24280.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
24360.0,0,0.1742,0.1929,0.1980,12.0069,4.8309,0.1844
24400.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
24440.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
24520.0,0,0.1284,0.1410,0.1446,12.0069,4.8315,0.1295
24560.0,0,0.1009,0.1197,0.1217,12.0060,4.8328,0.1066
24600.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
24640.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
24720.0,0,0.2215,0.2433,0.2469,12.0026,4.8312,0.2333
24760.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
24800.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
24880.0,0,0.2840,0.3165,0.3155,11.9982,4.8303,0.2928
24920.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
24960.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
25040.0,0,0.1177,0.1227,0.1263,12.0017,4.8291,0.1234
25080.0,0,0.1208,0.1212,0.1263,12.0017,4.8294,0.1249
25120.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
25160.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
25240.0,0,0.1040,0.1151,0.1156,12.0043,4.8276,0.1188
25280.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
25320.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
25400.0,0,0.2200,0.2280,0.2270,12.0052,4.8181,0.2195
25440.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
25480.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
25560.0,0,0.1864,0.2021,0.1980,12.0043,4.8145,0.1936
25600.0,0,0.1681,0.1792,0.1813,12.0043,4.8151,0.1692
25640.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
25680.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
25760.0,0,0.1589,0.1777,0.1782,12.0043,4.8199,0.1676
25800.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
25840.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
25920.0,0,0.2627,0.2967,0.3079,12.0026,4.8221,0.2821
25960.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
26000.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
26080.0,0,0.1681,0.1883,0.1874,12.0017,4.8264,0.1753
26120.0,0,0.0948,0.1059,0.1065,12.0026,4.8282,0.0990
26160.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
26200.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
26280.0,0,0.0811,0.0892,0.0912,12.0060,4.8334,0.0852
26320.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
26360.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
26440.0,0,0.0674,0.0785,0.0790,12.0078,4.8343,0.0700
26480.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
26520.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
26600.0,0,0.0704,0.0815,0.0836,12.0078,4.8349,0.0761
26640.0,0,0.0796,0.0907,0.0912,12.0078,4.8343,0.0883
26680.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
26720.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
26800.0,0,0.1818,0.2097,0.2072,12.0060,4.8340,0.1921
26840.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
26880.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
26960.0,0,0.2032,0.2250,0.2270,12.0034,4.8318,0.2104
27000.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
27040.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
27120.0,0,0.1727,0.2005,0.1996,12.0043,4.8315,0.1814
27160.0,0,0.1513,0.1731,0.1736,12.0043,4.8318,0.1615
27200.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
27240.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
27320.0,0,0.2001,0.2204,0.2194,12.0052,4.8315,0.2058
27360.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
27400.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
27480.0,0,0.1986,0.2295,0.2270,12.0026,4.8303,0.2088
27520.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
27560.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
27640.0,0,0.1910,0.2234,0.2209,12.0008,4.8322,0.1982
27680.0,0,0.1223,0.1456,0.1416,12.0017,4.8331,0.1249
27720.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
27760.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
27840.0,0,0.1330,0.1517,0.1538,12.0060,4.8318,0.1341
27880.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
27920.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
28000.0,0,0.0964,0.1075,0.1065,12.0087,4.8306,0.1051
28040.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
28080.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
28160.0,0,0.0658,0.0708,0.0729,12.0087,4.8328,0.0639
28200.0,0,0.0704,0.0724,0.0729,12.0087,4.8334,0.0700
28240.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
28280.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
28360.0,0,0.1177,0.1304,0.1263,12.0078,4.8318,0.1234
28400.0,0,0.1498,0.1655,0.1629,12.0078,4.8306,0.1524
28440.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
28480.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
28560.0,0,0.2489,0.2799,0.2804,12.0060,4.8270,0.2638
28600.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
28640.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
28720.0,0,0.1894,0.2143,0.2209,12.0034,4.8306,0.1966
28760.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
28800.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
28880.0,0,0.0811,0.0953,0.0928,12.0052,4.8349,0.0807
28920.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
28960.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
29040.0,0,0.0689,0.0800,0.0790,12.0087,4.8355,0.0715
29080.0,0,0.0765,0.0846,0.0882,12.0087,4.8355,0.0868
29120.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
29160.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
29240.0,0,0.0491,0.0617,0.0638,12.0104,4.8358,0.0547
29280.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
29320.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
29400.0,0,0.0735,0.0785,0.0867,12.0104,4.8367,0.0822
29440.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
29480.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
29560.0,0,0.1757,0.2005,0.2026,12.0087,4.8370,0.1860
29600.0,0,0.1803,0.2005,0.2026,12.0087,4.8358,0.1936
29640.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
29680.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
29760.0,0,0.2123,0.2387,0.2438,12.0078,4.8337,0.2287
29800.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
29840.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
29920.0,0,0.2962,0.3287,0.3262,12.0069,4.8218,0.3096
29960.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
30000.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
30080.0,0,0.3069,0.3333,0.3369,12.0060,4.8160,0.3126
30120.0,0,0.2779,0.3043,0.3110,12.0052,4.8157,0.2882
30160.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
30200.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
30280.0,0,0.3222,0.3562,0.3628,12.0008,4.8184,0.3340
30320.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
30360.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
30440.0,0,0.1467,0.1609,0.1645,12.0008,4.8227,0.1554
30480.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
30520.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
30600.0,0,0.1086,0.1319,0.1340,12.0052,4.8264,0.1142
30640.0,0,0.0765,0.0876,0.0821,12.0069,4.8276,0.0715
30680.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
30760.0,0,0.0765,0.0907,0.0882,12.0087,4.8291,0.0776
30800.0,0,0.0628,0.0708,0.0760,12.0087,4.8300,0.0669
30840.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
30880.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
30960.0,0,0.0903,0.0998,0.0973,12.0087,4.8309,0.0959
31000.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
31040.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
31120.0,0,0.0460,0.0464,0.0531,12.0069,4.8306,0.0517
31160.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
31200.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
31280.0,0,0.2047,0.2341,0.2331,12.0034,4.8328,0.2180
31320.0,0,0.2200,0.2540,0.2606,12.0034,4.8331,0.2363
31360.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
31400.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
31480.0,0,0.1894,0.2189,0.2179,12.0017,4.8328,0.1997
31520.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
31560.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
31640.0,0,0.1116,0.1227,0.1233,12.0052,4.8315,0.1097
31680.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
31720.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
31800.0,0,0.0414,0.0449,0.0439,12.0087,4.8343,0.0425
31840.0,0,0.0338,0.0480,0.0500,12.0087,4.8352,0.0440
31880.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
31920.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
32000.0,0,0.0780,0.0815,0.0836,12.0087,4.8355,0.0807
32040.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
32080.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
32160.0,0,0.1315,0.1456,0.1553,12.0078,4.8352,0.1448
32200.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
32240.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
32320.0,0,0.1437,0.1639,0.1675,12.0069,4.8352,0.1524
32360.0,0,0.1452,0.1639,0.1691,12.0069,4.8349,0.1509
32400.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
32440.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
32520.0,0,0.2047,0.2250,0.2240,12.0060,4.8337,0.2119
32560.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
32600.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
32680.0,0,0.2154,0.2372,0.2423,12.0060,4.8294,0.2180
32720.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
32760.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
32840.0,0,0.1955,0.2219,0.2270,12.0060,4.8294,0.2043
32880.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
32920.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
33000.0,0,0.2337,0.2677,0.2728,12.0034,4.8303,0.2470
33040.0,0,0.1971,0.2265,0.2270,12.0043,4.8306,0.2104
33080.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
33120.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
33200.0,0,0.1208,0.1288,0.1324,12.0060,4.8303,0.1280
33240.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
33280.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
33360.0,0,0.2154,0.2219,0.2194,12.0087,4.8239,0.2195
33400.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
33440.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
33520.0,0,0.1894,0.1960,0.2026,12.0095,4.8169,0.1951
33560.0,0,0.1818,0.1914,0.1980,12.0087,4.8157,0.1905
33600.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
33640.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
33720.0,0,0.1009,0.1090,0.1141,12.0069,4.8218,0.1051
33760.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
33800.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
33880.0,0,0.2230,0.2402,0.2423,12.0060,4.8209,0.2348
33920.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
33960.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
34040.0,0,0.2322,0.2646,0.2698,12.0026,4.8251,0.2394
34080.0,0,0.2413,0.2738,0.2789,12.0026,4.8260,0.2561
34120.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
34160.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
34240.0,0,0.1284,0.1441,0.1462,12.0017,4.8285,0.1310
34280.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
34320.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
34400.0,0,0.2566,0.2692,0.2698,12.0043,4.8209,0.2638
34440.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
34480.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
34560.0,0,0.1925,0.2036,0.2026,12.0052,4.8148,0.2012
34600.0,0,0.1360,0.1426,0.1385,12.0052,4.8154,0.1356
34640.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
34680.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
34760.0,0,0.1131,0.1258,0.1202,12.0052,4.8209,0.1112
34800.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
34840.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
34920.0,0,0.2413,0.2616,0.2606,12.0034,4.8224,0.2455
34960.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
35000.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
35080.0,0,0.1711,0.1883,0.1874,12.0017,4.8245,0.1737
35120.0,0,0.1360,0.1517,0.1568,12.0017,4.8264,0.1493
35160.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
35200.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
35280.0,0,0.1406,0.1609,0.1721,12.0008,4.8309,0.1600
35320.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
35360.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
35440.0,0,0.1574,0.1807,0.1858,12.0008,4.8346,0.1692
35480.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
35520.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
35600.0,0,0.1681,0.1929,0.1965,12.0000,4.8364,0.1799
35640.0,0,0.2276,0.2509,0.2621,12.0000,4.8367,0.2409
35680.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
35720.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
35800.0,0,0.1406,0.1548,0.1492,12.0008,4.8349,0.1387
35840.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
35880.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
35960.0,0,0.1208,0.1319,0.1279,12.0026,4.8334,0.1249
36000.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
36040.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
36120.0,0,0.0948,0.1014,0.1095,12.0052,4.8315,0.0959
36160.0,0,0.1009,0.1136,0.1187,12.0052,4.8309,0.1142
36200.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
36280.0,0,0.0521,0.0663,0.0607,12.0060,4.8303,0.0608
36320.0,0,0.0933,0.0968,0.1034,12.0052,4.8300,0.0990
36360.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
36400.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
36480.0,0,0.1910,0.2204,0.2270,12.0017,4.8306,0.2073
36520.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
36560.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
36640.0,0,0.1925,0.2128,0.2286,11.9991,4.8334,0.2043
36680.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
36720.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
36800.0,0,0.1162,0.1319,0.1324,12.0008,4.8340,0.1219
36840.0,0,0.1116,0.1258,0.1263,12.0026,4.8340,0.1158
36880.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
36920.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
37000.0,0,0.0613,0.0739,0.0729,12.0052,4.8349,0.0669
37040.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
37080.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
37160.0,0,0.1925,0.2005,0.2102,12.0060,4.8322,0.2043
37200.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
37240.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
37320.0,0,0.2093,0.2372,0.2362,12.0043,4.8276,0.2226
37360.0,0,0.1665,0.1960,0.1904,12.0034,4.8282,0.1783
37400.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
37440.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
37520.0,0,0.1803,0.1899,0.1904,12.0034,4.8264,0.1799
37560.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
37600.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
37680.0,0,0.1589,0.1761,0.1752,12.0043,4.8260,0.1692
37720.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
37760.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
